VALUE,COUNT,ECOREGION_RASTER,US_200EVT,ECO_NAME,EVT_NAME,EVT_PHYS
4309,269546,17047,7145,Utah High Plateaus,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
4310,2706972,17047,7011,Utah High Plateaus,Rocky Mountain Aspen Forest and Woodland,Hardwood
4311,232474,17047,7135,Utah High Plateaus,Inter-Mountain Basins Semi-Desert Grassland,Grassland
4312,36854,17047,7903,Utah High Plateaus,Western Cool Temperate Urban Herbaceous,Developed
4313,406261,17047,7299,Utah High Plateaus,Developed-Roads,Developed-Roads
4314,1434029,17047,7061,Utah High Plateaus,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
4315,160870,17047,7066,Utah High Plateaus,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland
4316,48246,17047,7296,Utah High Plateaus,Developed-Low Intensity,Developed-Low Intensity
4317,1455103,17047,7055,Utah High Plateaus,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
4318,35791,17047,7904,Utah High Plateaus,Western Cool Temperate Urban Shrubland,Developed
4319,310320,17047,7062,Utah High Plateaus,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer
4320,337726,17047,7102,Utah High Plateaus,Colorado Plateau Pinyon-Juniper Shrubland,Shrubland
4321,373,17043,9017,Sierra Nevada,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
4322,553526,17047,7020,Utah High Plateaus,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Conifer
4323,26769,17047,7153,Utah High Plateaus,Inter-Mountain Basins Greasewood Flat,Shrubland
4324,33675,17047,9827,Utah High Plateaus,Interior West Ruderal Riparian Scrub,Riparian
4325,174687,17047,9828,Utah High Plateaus,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
4326,3,17012,9320,Lower New England / Northern Piedmont,Southeastern Native Ruderal Flooded & Swamp Forest,Riparian
4327,22801,17047,7901,Utah High Plateaus,Western Cool Temperate Urban Evergreen Forest,Developed
4328,23673,17047,7921,Utah High Plateaus,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed
4329,19771,17047,7923,Utah High Plateaus,Western Cool Temperate Developed Ruderal Shrubland,Developed
4330,16361,17047,7297,Utah High Plateaus,Developed-Medium Intensity,Developed-Medium Intensity
4331,29307,17047,7295,Utah High Plateaus,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
4332,54728,17047,9328,Utah High Plateaus,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
4333,58,17087,7968,Great Central Valley,Western Cool Temperate Wheat,Agricultural
4334,16826,17047,7900,Utah High Plateaus,Western Cool Temperate Urban Deciduous Forest,Developed
4335,46687,17047,9017,Utah High Plateaus,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
4336,134715,17047,7292,Utah High Plateaus,Open Water,Open Water
4337,29896,17047,9329,Utah High Plateaus,Western North American Ruderal Wet Shrubland,Riparian
4338,14519,17047,9829,Utah High Plateaus,Western North American Ruderal Wet Meadow & Marsh,Riparian
4339,2165,17006,7342,Central Appalachian Forest,Piedmont Hardpan Woodland and Forest,Hardwood
4340,8090,17066,7197,Central Shortgrass Prairie,Recently Burned-Tree Cover,Conifer
4341,11528,17066,7196,Central Shortgrass Prairie,Recently Burned-Shrub Cover,Shrubland
4342,617944,17047,7965,Utah High Plateaus,Western Cool Temperate Close Grown Crop,Agricultural
4343,193662,17047,7056,Utah High Plateaus,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
4344,1469,17047,7942,Utah High Plateaus,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
4345,50792,17047,7964,Utah High Plateaus,Western Cool Temperate Row Crop,Agricultural
4346,30747,17047,7049,Utah High Plateaus,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer
4347,3985,17047,9327,Utah High Plateaus,Interior West Ruderal Riparian Forest,Riparian
4348,201923,17087,7668,Great Central Valley,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian
4349,9485,17047,7902,Utah High Plateaus,Western Cool Temperate Urban Mixed Forest,Developed
4350,524658,17066,7107,Central Shortgrass Prairie,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland
4351,34274,17047,9022,Utah High Plateaus,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian
4352,94,17066,7080,Central Shortgrass Prairie,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
4353,89465,17047,9307,Utah High Plateaus,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
4354,19670,17047,9021,Utah High Plateaus,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian
4355,9881,17047,7191,Utah High Plateaus,Recently Logged-Herb and Grass Cover,Grassland
4356,11717,17047,7192,Utah High Plateaus,Recently Logged-Shrub Cover,Shrubland
4357,9858,17047,7193,Utah High Plateaus,Recently Logged-Tree Cover,Conifer
4358,1671631,17066,7059,Central Shortgrass Prairie,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer
4359,197703,17047,7196,Utah High Plateaus,Recently Burned-Shrub Cover,Shrubland
4360,181494,17047,7197,Utah High Plateaus,Recently Burned-Tree Cover,Conifer
4361,151565,17047,7195,Utah High Plateaus,Recently Burned-Herb and Grass Cover,Grassland
4362,13766,17047,7198,Utah High Plateaus,Recently Disturbed Other-Herb and Grass Cover,Grassland
4363,36,17043,9021,Sierra Nevada,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian
4364,17780,17066,7052,Central Shortgrass Prairie,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer
4365,96,17007,7953,Chesapeake Bay Lowlands,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed
4366,282,17006,9725,Central Appalachian Forest,South-Central Interior Large Floodplain Herbaceous,Riparian
4367,6889,17047,7968,Utah High Plateaus,Western Cool Temperate Wheat,Agricultural
4368,13,17066,7198,Central Shortgrass Prairie,Recently Disturbed Other-Herb and Grass Cover,Grassland
4369,39,17006,9723,Central Appalachian Forest,South-Central Interior Large Floodplain Shrubland,Riparian
4370,155890,17045,7064,Southern Rocky Mountains,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland
4371,22,17065,7199,Central Mixed-Grass Prairie,Recently Disturbed Other-Shrub Cover,Shrubland
4372,15795,17047,7199,Utah High Plateaus,Recently Disturbed Other-Shrub Cover,Shrubland
4373,17960,17047,7200,Utah High Plateaus,Recently Disturbed Other-Tree Cover,Conifer
4374,9874,17006,9233,Central Appalachian Forest,Southern and Central Appalachian Mafic Glade and Barrens,Conifer-Hardwood
4375,222,17043,7146,Sierra Nevada,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland
4376,544772,17085,7913,California Central Coast,Western Warm Temperate Urban Herbaceous,Developed
4377,1648,17007,7197,Chesapeake Bay Lowlands,Recently Burned-Tree Cover,Conifer
4378,372519,17085,7914,California Central Coast,Western Warm Temperate Urban Shrubland,Developed
4379,275654,17085,7911,California Central Coast,Western Warm Temperate Urban Evergreen Forest,Developed
4380,103053,17085,7912,California Central Coast,Western Warm Temperate Urban Mixed Forest,Developed
4381,95574,17085,7910,California Central Coast,Western Warm Temperate Urban Deciduous Forest,Developed
4382,14861,17007,9193,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Sandy Beach,Sparsely Vegetated
4383,90255,17085,7926,California Central Coast,Western Warm Temperate Developed Ruderal Evergreen Forest,Developed
4384,99947,17085,7928,California Central Coast,Western Warm Temperate Developed Ruderal Shrubland,Developed
4385,670688,17085,7929,California Central Coast,Western Warm Temperate Developed Ruderal Grassland,Developed
4386,8791,17085,7947,California Central Coast,Western Warm Temperate Developed Ruderal Mixed Forested Wetland,Developed
4387,12221,17085,7927,California Central Coast,Western Warm Temperate Developed Ruderal Mixed Forest,Developed
4388,21128,17085,7949,California Central Coast,Western Warm Temperate Developed Ruderal Herbaceous Wetland,Developed
4389,148447,17085,7925,California Central Coast,Western Warm Temperate Developed Ruderal Deciduous Forest,Developed
4390,6867,17085,7948,California Central Coast,Western Warm Temperate Developed Ruderal Shrub Wetland,Developed
4391,1430,17085,7945,California Central Coast,Western Warm Temperate Developed Ruderal Deciduous Forested Wetland,Developed
4392,1604131,17019,9315,Piedmont,Northern & Central Native Ruderal Forest,Conifer-Hardwood
4393,5045328,17019,7974,Piedmont,Eastern Cool Temperate Row Crop,Agricultural
4394,5053556,17019,7296,Piedmont,Developed-Low Intensity,Developed-Low Intensity
4395,9455545,17019,7299,Piedmont,Developed-Roads,Developed-Roads
4396,4248015,17019,7908,Piedmont,Eastern Cool Temperate Urban Herbaceous,Developed
4397,17229472,17019,7977,Piedmont,Eastern Cool Temperate Pasture and Hayland,Agricultural
4398,1779209,17019,7303,Piedmont,Northeastern Interior Dry-Mesic Oak Forest,Hardwood
4399,45998,17019,7369,Piedmont,Central Appalachian Dry Pine Forest,Conifer
4400,453848,17019,7905,Piedmont,Eastern Cool Temperate Urban Deciduous Forest,Developed
4401,2463192,17019,7907,Piedmont,Eastern Cool Temperate Urban Mixed Forest,Developed
4402,1129830,17019,7909,Piedmont,Eastern Cool Temperate Urban Shrubland,Developed
4403,151272,17019,9817,Piedmont,Northern & Central Ruderal Meadow,Exotic Herbaceous
4404,34042,17019,7502,Piedmont,Central Appalachian Dry Oak-Pine Forest,Conifer-Hardwood
4405,168372,17019,9060,Piedmont,Central Appalachian Stream and Riparian Woodland,Riparian
4406,9556,17019,9317,Piedmont,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
4407,1086927,17019,7975,Piedmont,Eastern Cool Temperate Close Grown Crop,Agricultural
4408,525394,17085,7014,California Central Coast,Central and Southern California Mixed Evergreen Woodland,Conifer
4409,688496,17019,7976,Piedmont,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
4410,1559040,17019,7939,Piedmont,Eastern Warm Temperate Developed Ruderal Grassland,Developed
4411,2091497,17019,7297,Piedmont,Developed-Medium Intensity,Developed-Medium Intensity
4412,15866363,17019,7937,Piedmont,Eastern Warm Temperate Developed Ruderal Mixed Forest,Developed
4413,1320184,17019,7935,Piedmont,Eastern Warm Temperate Developed Ruderal Deciduous Forest,Developed
4414,244148,17019,7978,Piedmont,Eastern Cool Temperate Wheat,Agricultural
4415,2626,17019,7512,Piedmont,Appalachian (Hemlock)-Northern Hardwood Forest,Conifer-Hardwood
4416,34202,17019,9288,Piedmont,Northeastern Interior Calcareous Oak Forest,Hardwood
4417,1662,17019,7370,Piedmont,Appalachian Hemlock Forest,Conifer
4418,134941,17019,7973,Piedmont,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
4419,423221,17019,7957,Piedmont,Eastern Warm Temperate Developed Ruderal Mixed Forested Wetland,Developed
4420,183505,17045,7102,Southern Rocky Mountains,Colorado Plateau Pinyon-Juniper Shrubland,Shrubland
4421,80727,17019,7342,Piedmont,Piedmont Hardpan Woodland and Forest,Hardwood
4422,2662279,17019,7906,Piedmont,Eastern Cool Temperate Urban Evergreen Forest,Developed
4423,922526,17019,7298,Piedmont,Developed-High Intensity,Developed-High Intensity
4424,2506,17019,9176,Piedmont,North-Central Appalachian Seepage Fen,Riparian
4425,4,17097,7115,Wyoming Basins,Inter-Mountain Basins Juniper Savanna,Conifer
4426,18476,17019,7377,Piedmont,Central Appalachian Pine Rocky Woodland,Conifer
4427,15032,17019,7556,Piedmont,Central Appalachian Oak Rocky Woodland,Hardwood
4428,17268,17019,9314,Piedmont,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
4429,68611,17007,7379,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Maritime Forest,Hardwood
4430,175803,17019,9312,Piedmont,Northeastern North American Temperate Forest Plantation,Conifer
4431,17629,17019,7557,Piedmont,Central Appalachian Pine-Oak Rocky Woodland,Conifer-Hardwood
4432,49044,17019,7463,Piedmont,Central Appalachian Dry Oak Forest,Hardwood
4433,639361,17019,7318,Piedmont,Southern and Central Appalachian Cove Forest,Hardwood
4434,2336,17019,9318,Piedmont,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
4435,75611,17019,7938,Piedmont,Eastern Warm Temperate Developed Ruderal Shrubland,Developed
4436,5268,17019,7511,Piedmont,Appalachian Northern Hardwood Forest,Hardwood
4437,4574278,17019,7292,Piedmont,Open Water,Open Water
4438,44,17015,9065,North Central Tillplain,Central Interior Calcareous Cliff and Talus,Sparsely Vegetated
4439,2357,17019,7959,Piedmont,Eastern Warm Temperate Developed Ruderal Herbaceous Wetland,Developed
4440,1247050,17085,7092,California Central Coast,Southern California Coastal Scrub,Shrubland
4441,26971,17019,7970,Piedmont,Eastern Cool Temperate Orchard,Agricultural
4442,31743,17019,9059,Piedmont,Central Appalachian River Floodplain Forest,Riparian
4443,76569,17019,7295,Piedmont,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
4444,39619,17019,9210,Piedmont,Piedmont Upland Depression Swamp,Riparian
4445,577678,17019,7936,Piedmont,Eastern Warm Temperate Developed Ruderal Evergreen Forest,Developed
4446,2342,17019,9562,Piedmont,Central Appalachian Stream and Riparian Herbaceous,Riparian
4447,162,17019,9561,Piedmont,Central Appalachian River Floodplain Herbaceous,Riparian
4448,18624,17019,7198,Piedmont,Recently Disturbed Other-Herb and Grass Cover,Grassland
4449,11,17019,9559,Piedmont,Central Appalachian River Floodplain Shrubland,Riparian
4450,22047,17047,7966,Utah High Plateaus,Western Cool Temperate Fallow/Idle Cropland,Agricultural
4451,84,17019,9178,Piedmont,North-Central Interior and Appalachian Rich Swamp,Riparian
4452,60,17019,7400,Piedmont,Central Appalachian Alkaline Glade and Woodland,Conifer-Hardwood
4453,36,17006,9210,Central Appalachian Forest,Piedmont Upland Depression Swamp,Riparian
4454,30,17043,7145,Sierra Nevada,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
4455,1980,17047,7920,Utah High Plateaus,Western Cool Temperate Developed Ruderal Deciduous Forest,Developed
4456,1185751,17043,7082,Sierra Nevada,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland
4457,4154290,17019,7193,Piedmont,Recently Logged-Tree Cover,Conifer
4458,29232,17019,7200,Piedmont,Recently Disturbed Other-Tree Cover,Conifer
4459,3474460,17019,7191,Piedmont,Recently Logged-Herb and Grass Cover,Grassland
4460,432685,17047,7019,Utah High Plateaus,Great Basin Pinyon-Juniper Woodland,Conifer
4461,340196,17047,7079,Utah High Plateaus,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland
4462,231,17019,9560,Piedmont,Central Appalachian Stream and Riparian Shrubland,Riparian
4463,5103,17019,9233,Piedmont,Southern and Central Appalachian Mafic Glade and Barrens,Conifer-Hardwood
4464,182,17019,9174,Piedmont,North-Central Appalachian Acidic Swamp,Riparian
4465,99051,17093,9125,Great Basin,Mediterranean California Alpine Bedrock and Scree,Sparsely Vegetated
4466,15093,17047,7103,Utah High Plateaus,Great Basin Semi-Desert Chaparral,Shrubland
4467,48110,17047,9006,Utah High Plateaus,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
4468,2032,17047,7125,Utah High Plateaus,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
4469,2270,17047,7922,Utah High Plateaus,Western Cool Temperate Developed Ruderal Mixed Forest,Developed
4470,1098,17047,7057,Utah High Plateaus,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer
4471,32107,17047,7078,Utah High Plateaus,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Shrubland
4472,552137,17085,7986,California Central Coast,Western Warm Temperate Fallow/Idle Cropland,Agricultural
4473,28483,17047,7093,Utah High Plateaus,Southern Colorado Plateau Sand Shrubland,Shrubland
4474,651882,17085,7980,California Central Coast,Western Warm Temperate Orchard,Agricultural
4475,2,17043,7130,Sierra Nevada,California Mesic Serpentine Grassland,Grassland
4476,22326,17047,9010,Utah High Plateaus,Inter-Mountain Basins Wash,Sparsely Vegetated
4477,1705,17047,7298,Utah High Plateaus,Developed-High Intensity,Developed-High Intensity
4478,3688,17043,7067,Sierra Nevada,Mediterranean California Alpine Fell-Field,Shrubland
4479,634622,17019,7192,Piedmont,Recently Logged-Shrub Cover,Shrubland
4480,1174591,17085,7984,California Central Coast,Western Warm Temperate Row Crop,Agricultural
4481,622281,17085,7981,California Central Coast,Western Warm Temperate Vineyard,Agricultural
4482,39396,17085,7982,California Central Coast,Western Warm Temperate Bush fruit and berries,Agricultural
4483,26971,17007,7248,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Dune and Swale Grassland,Grassland
4484,249127,17091,7296,Colorado Plateau,Developed-Low Intensity,Developed-Low Intensity
4485,859363,17091,7299,Colorado Plateau,Developed-Roads,Developed-Roads
4486,94747,17091,7297,Colorado Plateau,Developed-Medium Intensity,Developed-Medium Intensity
4487,212242,17091,7904,Colorado Plateau,Western Cool Temperate Urban Shrubland,Developed
