VALUE,COUNT,US_200EVT,PADUS_GAP_RESAMP,ECOREGION_RASTER,EVT_NAME,EVT_PHYS,ECO_NAME
9574,1403,7196,2,17010,Recently Burned-Shrub Cover,Shrubland,High Allegheny Plateau
9575,2144,7195,2,17010,Recently Burned-Herb and Grass Cover,Grassland,High Allegheny Plateau
9576,171,7923,1,17028,Western Cool Temperate Developed Ruderal Shrubland,Developed,Black Hills
9577,1307,7972,3,17009,Eastern Cool Temperate Bush fruit and berries,Agricultural,Great Lakes
9578,28,7192,1,17035,Recently Logged-Shrub Cover,Shrubland,Klamath Mountains
9579,150,7944,4,17029,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,California North Coast
9580,9930,9301,3,17031,California Ruderal Grassland and Meadow,Exotic Herbaceous,East Cascades - Modoc Plateau
9581,9755,7932,3,17015,Eastern Cool Temperate Developed Ruderal Mixed Forest,Developed,North Central Tillplain
9582,6007,7395,3,17015,North-Central Oak Barrens Woodland,Hardwood,North Central Tillplain
9583,181,9314,1,17014,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,North Atlantic Coast
9584,154730,7311,3,17015,North-Central Interior Dry Oak Forest and Woodland,Hardwood,North Central Tillplain
9585,4956,9117,3,17015,Laurentian-Acadian Floodplain Forest,Riparian,North Central Tillplain
9586,7460,9177,3,17015,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian,North Central Tillplain
9587,13322,9183,3,17015,North-Central Interior Shrub Swamp,Riparian,North Central Tillplain
9588,14685,7909,3,17015,Eastern Cool Temperate Urban Shrubland,Developed,North Central Tillplain
9589,74,7191,4,17010,Recently Logged-Herb and Grass Cover,Grassland,High Allegheny Plateau
9590,10494,7481,3,17015,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North Central Tillplain
9591,14978,7907,3,17015,Eastern Cool Temperate Urban Mixed Forest,Developed,North Central Tillplain
9592,13125,9683,3,17015,North-Central Interior Wet Meadow,Riparian,North Central Tillplain
9593,6513,7906,3,17015,Eastern Cool Temperate Urban Evergreen Forest,Developed,North Central Tillplain
9594,47436,9312,3,17015,Northeastern North American Temperate Forest Plantation,Conifer,North Central Tillplain
9595,569,7366,3,17015,Laurentian-Acadian Pine-Hemlock Forest,Conifer,North Central Tillplain
9596,25812,7296,3,17015,Developed-Low Intensity,Developed-Low Intensity,North Central Tillplain
9597,778,7970,3,17015,Eastern Cool Temperate Orchard,Agricultural,North Central Tillplain
9598,488,7241,3,17015,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,North Central Tillplain
9599,9472,7137,4,17029,Mediterranean California Subalpine Meadow,Grassland,California North Coast
9600,6156,9318,3,17015,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,North Central Tillplain
9601,2243,7239,3,17015,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,North Central Tillplain
9602,34,9189,2,17012,Northern Atlantic Coastal Plain Brackish Tidal Marsh,Riparian,Lower New England / Northern Piedmont
9603,1505,7302,3,17015,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,North Central Tillplain
9604,16719,7238,3,17015,Laurentian-Acadian Northern Oak Forest,Hardwood,North Central Tillplain
9605,15123,7934,3,17015,Eastern Cool Temperate Developed Ruderal Grassland,Developed,North Central Tillplain
9606,4837,7362,3,17015,Laurentian-Acadian Northern Pine Forest,Conifer,North Central Tillplain
9607,760,7240,3,17015,Laurentian-Acadian Hardwood Forest,Hardwood,North Central Tillplain
9608,649,9112,3,17015,Laurentian Jack Pine-Red Pine Forest,Conifer,North Central Tillplain
9609,7,7962,2,17035,Western Cool Temperate Bush fruit and berries,Agricultural,Klamath Mountains
9610,193,7115,4,17048,Inter-Mountain Basins Juniper Savanna,Conifer,Utah-Wyoming Rocky Mountains
9611,12777,7052,2,17092,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,Columbia Plateau
9612,41,7032,4,17029,Mediterranean California Red Fir Forest,Conifer,California North Coast
9613,4,7970,4,17010,Eastern Cool Temperate Orchard,Agricultural,High Allegheny Plateau
9614,40083,9180,3,17015,North-Central Interior Freshwater Marsh,Riparian,North Central Tillplain
9615,520025,7149,4,17072,Western Great Plains Shortgrass Prairie,Grassland,Northern Great Plains Steppe
9616,128,9055,3,17015,Boreal-Laurentian Bog,Riparian,North Central Tillplain
9617,721,7407,3,17015,Laurentian Pine Barrens,Conifer,North Central Tillplain
9618,12862,7975,3,17015,Eastern Cool Temperate Close Grown Crop,Agricultural,North Central Tillplain
9619,13574,7421,4,17073,Central Tallgrass Prairie,Grassland,Northern Tallgrass Prairie
9620,5,7200,1,17014,Recently Disturbed Other-Tree Cover,Conifer,North Atlantic Coast
9621,1,7199,1,17014,Recently Disturbed Other-Shrub Cover,Shrubland,North Atlantic Coast
9622,89,7931,1,17010,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,High Allegheny Plateau
9623,583588,7012,2,17048,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,Utah-Wyoming Rocky Mountains
9624,453612,7051,2,17048,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,Utah-Wyoming Rocky Mountains
9625,29,7289,3,17010,Acadian-Appalachian Subalpine Heath-Krummholz,Shrubland,High Allegheny Plateau
9626,106572,7146,2,17048,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,Utah-Wyoming Rocky Mountains
9627,386524,7052,2,17048,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,Utah-Wyoming Rocky Mountains
9628,5430,7952,3,17015,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,North Central Tillplain
9629,8614,7978,3,17015,Eastern Cool Temperate Wheat,Agricultural,North Central Tillplain
9630,64,7922,4,17048,Western Cool Temperate Developed Ruderal Mixed Forest,Developed,Utah-Wyoming Rocky Mountains
9631,5,7924,1,17097,Western Cool Temperate Developed Ruderal Grassland,Developed,Wyoming Basins
9632,86,7242,4,17015,Laurentian Oak Barrens,Hardwood,North Central Tillplain
9633,7,7973,1,17012,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Lower New England / Northern Piedmont
9634,10,9192,4,17009,Northern Atlantic Coastal Plain Pond,Riparian,Great Lakes
9635,2,7942,1,17035,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Klamath Mountains
9636,18,7295,1,17097,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Wyoming Basins
9637,67,7153,3,17028,Inter-Mountain Basins Greasewood Flat,Shrubland,Black Hills
9638,145,7242,3,17015,Laurentian Oak Barrens,Hardwood,North Central Tillplain
9639,878,9120,3,17015,Laurentian-Acadian Wet Meadow,Riparian,North Central Tillplain
9640,511,9060,1,17009,Central Appalachian Stream and Riparian Woodland,Riparian,Great Lakes
9641,21,9005,4,17072,Inter-Mountain Basins Alkaline Closed Depression,Riparian,Northern Great Plains Steppe
9642,90,9617,3,17015,Laurentian-Acadian Floodplain Shrubland,Riparian,North Central Tillplain
9643,27,9114,3,17015,Laurentian-Acadian Alkaline Fen,Riparian,North Central Tillplain
9644,368,9620,3,17015,Laurentian-Acadian Shrub Swamp,Riparian,North Central Tillplain
9645,570,9288,1,17010,Northeastern Interior Calcareous Oak Forest,Hardwood,High Allegheny Plateau
9646,31,7922,2,17048,Western Cool Temperate Developed Ruderal Mixed Forest,Developed,Utah-Wyoming Rocky Mountains
9647,207,7922,3,17048,Western Cool Temperate Developed Ruderal Mixed Forest,Developed,Utah-Wyoming Rocky Mountains
9648,387,7970,2,17015,Eastern Cool Temperate Orchard,Agricultural,North Central Tillplain
9649,7,7289,2,17010,Acadian-Appalachian Subalpine Heath-Krummholz,Shrubland,High Allegheny Plateau
9650,951,7115,2,17048,Inter-Mountain Basins Juniper Savanna,Conifer,Utah-Wyoming Rocky Mountains
9651,73,7412,4,17015,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North Central Tillplain
9652,32,9118,4,17015,Laurentian-Acadian Freshwater Marsh,Riparian,North Central Tillplain
9653,12,7921,3,17069,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dakota Mixed-Grass Prairie
9654,157,9118,3,17015,Laurentian-Acadian Freshwater Marsh,Riparian,North Central Tillplain
9655,1422,7954,3,17015,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,North Central Tillplain
9656,821,7933,3,17015,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,North Central Tillplain
9657,902115,7132,4,17072,Central Mixedgrass Prairie Grassland,Grassland,Northern Great Plains Steppe
9658,88996,7012,1,17048,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,Utah-Wyoming Rocky Mountains
9659,1,9519,2,17028,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian,Black Hills
9660,39,9186,1,17010,Northern Appalachian-Acadian Rocky Heath Outcrop Woodland,Conifer,High Allegheny Plateau
9661,5,9686,1,17010,Northern Appalachian-Acadian Rocky Heath Outcrop Shrubland,Shrubland,High Allegheny Plateau
9662,11252,7146,1,17048,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,Utah-Wyoming Rocky Mountains
9663,99,7124,1,17048,Columbia Plateau Low Sagebrush Steppe,Shrubland,Utah-Wyoming Rocky Mountains
9664,165,7079,1,17048,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,Utah-Wyoming Rocky Mountains
9665,120167,7051,1,17048,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,Utah-Wyoming Rocky Mountains
9666,500,7123,1,17048,Columbia Plateau Steppe and Grassland,Grassland,Utah-Wyoming Rocky Mountains
9667,52235,7977,3,17015,Eastern Cool Temperate Pasture and Hayland,Agricultural,North Central Tillplain
9668,71664,7032,3,17029,Mediterranean California Red Fir Forest,Conifer,California North Coast
9669,53,7412,2,17015,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North Central Tillplain
9670,71893,7052,1,17048,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,Utah-Wyoming Rocky Mountains
9671,12,7243,2,17015,Laurentian Pine-Oak Barrens,Conifer-Hardwood,North Central Tillplain
9672,168,9003,1,17048,Great Basin Foothill and Lower Montane Riparian Woodland,Riparian,Utah-Wyoming Rocky Mountains
9673,33,7243,3,17015,Laurentian Pine-Oak Barrens,Conifer-Hardwood,North Central Tillplain
9674,91,7735,3,17035,North American Glacier and Ice Field,Snow-Ice,Klamath Mountains
9675,54,7240,4,17015,Laurentian-Acadian Hardwood Forest,Hardwood,North Central Tillplain
9676,6,7243,4,17015,Laurentian Pine-Oak Barrens,Conifer-Hardwood,North Central Tillplain
9677,200,7115,2,17092,Inter-Mountain Basins Juniper Savanna,Conifer,Columbia Plateau
9678,33,7242,2,17015,Laurentian Oak Barrens,Hardwood,North Central Tillplain
9679,40,7153,4,17028,Inter-Mountain Basins Greasewood Flat,Shrubland,Black Hills
9680,141,9301,2,17031,California Ruderal Grassland and Meadow,Exotic Herbaceous,East Cascades - Modoc Plateau
9681,25,9192,2,17015,Northern Atlantic Coastal Plain Pond,Riparian,North Central Tillplain
9682,6,9057,2,17015,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,North Central Tillplain
9683,7,9055,2,17015,Boreal-Laurentian Bog,Riparian,North Central Tillplain
9684,72,7094,4,17028,Western Great Plains Sandhill Steppe,Shrubland,Black Hills
9685,1,9022,4,17072,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian,Northern Great Plains Steppe
9686,12,7379,2,17012,Northern Atlantic Coastal Plain Maritime Forest,Hardwood,Lower New England / Northern Piedmont
9687,4892,9059,3,17010,Central Appalachian River Floodplain Forest,Riparian,High Allegheny Plateau
9688,742,7193,3,17015,Recently Logged-Tree Cover,Conifer,North Central Tillplain
9689,775511,7132,4,17069,Central Mixedgrass Prairie Grassland,Grassland,Dakota Mixed-Grass Prairie
9690,10,7199,1,17035,Recently Disturbed Other-Shrub Cover,Shrubland,Klamath Mountains
9691,138,9176,1,17009,North-Central Appalachian Seepage Fen,Riparian,Great Lakes
9692,338,9004,3,17072,Inter-Mountain Basins Active and Stabilized Dune,Sparsely Vegetated,Northern Great Plains Steppe
9693,30445,7937,3,17012,Eastern Warm Temperate Developed Ruderal Mixed Forest,Developed,Lower New England / Northern Piedmont
9694,399,9004,4,17072,Inter-Mountain Basins Active and Stabilized Dune,Sparsely Vegetated,Northern Great Plains Steppe
9695,21,9559,3,17010,Central Appalachian River Floodplain Shrubland,Riparian,High Allegheny Plateau
9696,7757,7957,3,17012,Eastern Warm Temperate Developed Ruderal Mixed Forested Wetland,Developed,Lower New England / Northern Piedmont
9697,37,7971,1,17009,Eastern Cool Temperate Vineyard,Agricultural,Great Lakes
9698,48105,7132,3,17069,Central Mixedgrass Prairie Grassland,Grassland,Dakota Mixed-Grass Prairie
9699,9496,7297,3,17015,Developed-Medium Intensity,Developed-Medium Intensity,North Central Tillplain
9700,15,9560,1,17009,Central Appalachian Stream and Riparian Shrubland,Riparian,Great Lakes
9701,63,7954,1,17010,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,High Allegheny Plateau
9702,51944,7935,3,17012,Eastern Warm Temperate Developed Ruderal Deciduous Forest,Developed,Lower New England / Northern Piedmont
9703,87,9102,4,17009,Great Lakes Freshwater Estuary and Delta,Riparian,Great Lakes
9704,93,9176,1,17010,North-Central Appalachian Seepage Fen,Riparian,High Allegheny Plateau
9705,218,7412,3,17015,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North Central Tillplain
9706,1549,9301,4,17031,California Ruderal Grassland and Meadow,Exotic Herbaceous,East Cascades - Modoc Plateau
9707,5421,7029,4,17031,Mediterranean California Mixed Oak Woodland,Hardwood,East Cascades - Modoc Plateau
9708,1415,7931,3,17015,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,North Central Tillplain
9709,470,7172,4,17035,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Conifer,Klamath Mountains
9710,6,9057,3,17015,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,North Central Tillplain
9711,27,9120,2,17015,Laurentian-Acadian Wet Meadow,Riparian,North Central Tillplain
9712,5,9118,2,17015,Laurentian-Acadian Freshwater Marsh,Riparian,North Central Tillplain
9713,2,9089,4,17015,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,North Central Tillplain
9714,1,9114,2,17015,Laurentian-Acadian Alkaline Fen,Riparian,North Central Tillplain
9715,11331,9213,1,17031,Sierra Nevada Cliff and Canyon,Sparsely Vegetated,East Cascades - Modoc Plateau
9716,10138,7061,2,17097,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood,Wyoming Basins
9717,6,9620,2,17015,Laurentian-Acadian Shrub Swamp,Riparian,North Central Tillplain
9718,195,7192,2,17010,Recently Logged-Shrub Cover,Shrubland,High Allegheny Plateau
9719,4,7158,1,17092,North Pacific Montane Riparian Woodland,Riparian,Columbia Plateau
9720,880,7733,1,17092,North Pacific Montane Massive Bedrock-Cliff and Talus,Sparsely Vegetated,Columbia Plateau
9721,323,7173,4,17035,North Pacific Wooded Volcanic Flowage,Conifer,Klamath Mountains
9722,587,7191,3,17015,Recently Logged-Herb and Grass Cover,Grassland,North Central Tillplain
9723,29,7098,1,17092,California Montane Woodland and Chaparral,Shrubland,Columbia Plateau
9724,130,7192,3,17015,Recently Logged-Shrub Cover,Shrubland,North Central Tillplain
9725,106,7379,1,17012,Northern Atlantic Coastal Plain Maritime Forest,Hardwood,Lower New England / Northern Piedmont
9726,2199,9213,4,17031,Sierra Nevada Cliff and Canyon,Sparsely Vegetated,East Cascades - Modoc Plateau
9727,19,7198,3,17015,Recently Disturbed Other-Herb and Grass Cover,Grassland,North Central Tillplain
9728,813,7193,2,17010,Recently Logged-Tree Cover,Conifer,High Allegheny Plateau
9729,705,7029,1,17031,Mediterranean California Mixed Oak Woodland,Hardwood,East Cascades - Modoc Plateau
9730,11127,7032,2,17029,Mediterranean California Red Fir Forest,Conifer,California North Coast
9731,28,7195,4,17010,Recently Burned-Herb and Grass Cover,Grassland,High Allegheny Plateau
9732,1,7196,4,17010,Recently Burned-Shrub Cover,Shrubland,High Allegheny Plateau
9733,6,9089,3,17015,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,North Central Tillplain
9734,2004,9301,1,17031,California Ruderal Grassland and Meadow,Exotic Herbaceous,East Cascades - Modoc Plateau
9735,663,7191,2,17010,Recently Logged-Herb and Grass Cover,Grassland,High Allegheny Plateau
9736,8752,9059,4,17010,Central Appalachian River Floodplain Forest,Riparian,High Allegheny Plateau
9737,8,7019,1,17031,Great Basin Pinyon-Juniper Woodland,Conifer,East Cascades - Modoc Plateau
9738,306,7295,1,17010,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,High Allegheny Plateau
9739,2,7199,1,17031,Recently Disturbed Other-Shrub Cover,Shrubland,East Cascades - Modoc Plateau
9740,3194,7298,3,17015,Developed-High Intensity,Developed-High Intensity,North Central Tillplain
9741,7,7921,4,17069,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dakota Mixed-Grass Prairie
9742,438,7081,1,17031,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,East Cascades - Modoc Plateau
9743,1,7979,3,17020,Eastern Cool Temperate Aquaculture,Agricultural,Prairie-Forest Border
9744,5,7079,1,17031,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,East Cascades - Modoc Plateau
9745,10282,9125,1,17031,Mediterranean California Alpine Bedrock and Scree,Sparsely Vegetated,East Cascades - Modoc Plateau
9746,31,9055,4,17015,Boreal-Laurentian Bog,Riparian,North Central Tillplain
9747,314,9679,2,17015,North-Central Interior Floodplain Shrubland,Riparian,North Central Tillplain
9748,17997,7937,4,17012,Eastern Warm Temperate Developed Ruderal Mixed Forest,Developed,Lower New England / Northern Piedmont
9749,1788,9110,4,17029,Klamath-Siskiyou Cliff and Outcrop,Sparsely Vegetated,California North Coast
9750,27278,7935,4,17012,Eastern Warm Temperate Developed Ruderal Deciduous Forest,Developed,Lower New England / Northern Piedmont
9751,322,7936,3,17012,Eastern Warm Temperate Developed Ruderal Evergreen Forest,Developed,Lower New England / Northern Piedmont
9752,20997,7935,2,17012,Eastern Warm Temperate Developed Ruderal Deciduous Forest,Developed,Lower New England / Northern Piedmont
